40,1,1,"Ipa Yesu Keraisu one kaua-mikiti opia tagama nekenemo. Yesu onepaDepidi-loeke tagene ago. Depidi onepa Eberame-loeke tagene ago."
40,1,2,"Eberame onepa Aisakene etene. Aisake onepa Yekobene etene. Yekobe onepaYudaneka Yudane wamene-mikitaneka etene."
40,1,3,"Yuda onepa eya agota Peresi Siratane etene. Einagotapa nine Temayoopianeya. Peresi onepa Eserono etene. Eserono onepa Ramene etene."
40,1,4,"Rame onepa Aminadapene etene. Aminadape onepa Nasonono etene. Nasonoonepa Salomonono etene."
40,1,5,"Salomono onepa Boasine etene. Boasi onepa nine Reapeyo opianeya. Boasionepa Obedene etene. Obede onepa nine Ruseyo opianeya. Obede onepa Yesineetene."
40,1,6,"Yesi onepa ali atoa lukoa meane tobou ago Depidine etene. Depidi onepaSolomonono etene. Solomono one ninepa namolo Yuraiane natonoke Depidiyomotaneya."
40,1,7,"Solomono onepa Riaboamene etene. Riaboame onepa Abaisane etene. Abaisaonepa Esane etene."
40,1,8,"Esa onepa Yosopasene etene. Yosopase onepa Yoramene etene. Yorame onepaUsaiane etene."
40,1,9,"Usaia onepaYosamene etene. Yosame onepa Easine etene. Easi onepa Esekaiane etene."
40,1,10,"Esekaia onepa Manasane etene. Manasa onepa Emosine etene. Emosi onepaYosaiane etene."
40,1,11,"Yosaia onepa Yekonaiane etene ni Yekonaiane wamene-mikitane etene. Einapetepa Iserele yene mone Babilone take aua nidikoa pekeneya."
40,1,12,"Nititikaneyake Yekonaiayo Sialetiele opianeya. Sialetiele onepa Serababelene etene."
40,1,13,"Serababele onepa Abiudene etene. Abiude onepa Elaiakemene etene. Elaiakeme onepa Esone etene."
40,1,14,"Eso onepa Sedokene etene. Sedoke onepa Ekimene etene. Ekime onepaEliudene etene."
40,1,15,"Eliude onepa Eleasane etene. Eleasa onepa Masanene etene. Masane onepaYekobene etene."
40,1,16,"Yekobe onepa Yosepene etene. Yosepe onepa Mariane ana. Mariayo Yesuopianeya. Yesu einagopa Keraisu wa ibini akene ago."
40,1,17,"Nipa Eberameke titimoa Depidike tugoapa opia tagama nekene ali-kitipaali leme kakoa( 14) ibini akene ali-kama wia mekaneya. Ni Depidike titimoa Yuyene Babilone take aua nidikoa pekene-pete tugoa opia tagama nekene ali-kitipanika ali leme kakoa( 14) ibini akene ali-kama wia mekaneya. Wa Yu yeneBabilone take aua nidikoa pekene-pete titimoa Keraisuke tugoa opia tagamanekene ali-kitika ali leme kakoa( 14) ibini akene ali-kama wia mekaneya."
40,1,18,"Yesu Keraisu opikilepa eya taneya. One nine Maria Yosepene tu pia kakeneatoa Yosepeke wete poameneyake one mati kakedeka. Enipa Epetane Yominiyotaneya."
40,1,19,"Mati kakeneya mekale enekome one poatekago Yosepe weneki̱yo akene agotokome i atoa ya takamouno, ne wakuno, pa wane wetekakeneka ali atoane leneyoto wetekamou wa wene pia meaneya."
40,1,20,"Nitoa mekaka Ali Munono edelo ago Yosepe pule pitikata nokome okomeDepidike tagene ago Yosepe Maria neke natono moa latikade piti moamea. Matikakenepa Epetane Yominiyo taneya tokolo ni uku."
40,1,21,"Mariayo ali mati opikale one ibini Yesu wa oade toko. One yatenepa kinitokoi poaneleme kiwi moa labaneya kakoita toa moo tokolo tekene ni uku wa edeloagome oa pekeneya."
40,1,22,"Enipa Ali Muno agono agale to̱awea akane agome papete wia mekapiane toataatekamotoa enika enile tootapeneya."
40,1,23,"Ali poamene tuatoa mati kakeneya mea ali mati opikale Imanuele wa ibinioi wa wia mekapianeya. Imanuele wapa Akolali toto-pala opia meko wa ekete oko."
40,1,24,"Yosepe pule pitikata kamoa pokome Ali Munono edelo agome tamene wa okanatoa tokome natono Maria enemotaneya."
40,1,25,"Nitoapa mati wete opiameneyakepa koua piameneya. Nitoa mekale ali matiopikale Yesu wa ibini akeneya."
