1,1,1,"Im Anfang schuf Gott"
1,1,2,"Die Erde war"
1,1,3,"Da sprach Gott: Es werde Licht! Und das Licht entstand."
1,1,4,"Gott sah es an. Es war gut. Da trennte Gott das Licht von der Finsternis."
1,1,5,"Das Licht nannte er Tag und die Finsternis Nacht. Es wurde Abend und wieder Morgen - ein Tag."
1,1,6,"Dann sprach Gott: Im Wasser soll eine Wölbung"
1,1,7,"So geschah es auch. Gott machte die Wölbung und trennte die Wassermassen unterhalb der Wölbung von denen darüber."
1,1,8,"Die Wölbung nannte Gott Himmel. Es wurde Abend und wieder Morgen - zweiter Tag."
1,1,9,"Dann sprach Gott: Die Wassermassen unter dem Himmel sollen sich an einer Stelle sammeln. Das Land soll zum Vorschein kommen. So geschah es."
1,1,10,"Und Gott nannte das trockene Land Erde. Die Ansammlung der Wasser aber nannte er Meer. Gott sah alles an. Es war gut."
1,1,11,"Dann sprach Gott: Die Erde lasse Gras hervorsprießen. Pflanzen und Bäume jeder Art sollen wachsen und Samen und samenhaltige Früchte tragen. So geschah es."
1,1,12,"Die Erde brachte frisches Grün hervor, alle Sorten samentragender Pflanzen und jede Art von Bäumen mit samenhaltigen Früchten. Gott sah es an: Es war gut."
1,1,13,"Es wurde Abend und wieder Morgen - dritter Tag."
1,1,14,"Dann sprach Gott: An der Wölbung des Himmels sollen Lichter erscheinen. Sie sollen Tag und Nacht voneinander trennen und als leuchtende Zeichen sollen sie die Zeiten bestimmen: Tage, Feste und Jahre."
1,1,15,"Außerdem sollen sie als Lichter am Himmelsgewölbe die Erde beleuchten. So geschah es."
1,1,16,"Gott machte die beiden großen Lichter: das größere, das den Tag regiert, und das kleinere für die Nacht; und dazu die Sterne."
1,1,17,"Er setzte sie an das Himmelsgewölbe, damit sie über die Erde leuchten."
1,1,18,"Sie sollten den Tag und die Nacht regieren und Licht und Finsternis voneinander trennen. Gott sah es an: Es war gut."
1,1,19,"Es wurde Abend und wieder Morgen - vierter Tag."
1,1,20,"Dann sprach Gott: Im Wasser soll es von Lebewesen aller Art wimmeln und am Himmel sollen Vögel fliegen!"
1,1,21,"Da schuf Gott die großen Seeungeheuer und alle Art Wesen, von denen die Wasser wimmeln, dazu alle Arten von geflügelten Tieren. Gott sah es an. Es war gut."
1,1,22,"Da segnete Gott seine Geschöpfe: Seid fruchtbar und vermehrt euch und füllt das Wasser in den Meeren! Und auch ihr Vögel, vermehrt euch auf der Erde!"
1,1,23,"Es wurde Abend und wieder Morgen - fünfter Tag."
1,1,24,"Dann sprach Gott: Die Erde soll alle Arten von Lebewesen hervorbringen: Herdenvieh und wilde Tiere und alles, was kriecht! So geschah es."
1,1,25,"Gott machte alle Arten von wilden Tieren, von Herdenvieh und von allem, was sich auf der Erde regt. Gott sah es an: Es war gut."
1,1,26,"Dann sprach Gott: Lasst uns"
1,1,27,"Da schuf Gott den Menschen nach seinem Bild, als sein Ebenbild schuf er ihn. Er schuf sie als Mann und Frau."
1,1,28,"Und Gott segnete sie: Seid fruchtbar und vermehrt euch!"
1,1,29,"Gott sagte: Zur Nahrung gebe ich euch alle samentragenden Pflanzen und alle samenhaltigen Früchte von Bäumen - überall auf der Erde."
1,1,30,"Allen Landtieren, allen Vögeln und allen Lebewesen, die auf dem Boden kriechen, gebe ich Gras und Blätter zur Nahrung. So geschah es."
1,1,31,"Gott sah alles an, was er gemacht hatte: Es war sehr gut. Es wurde Abend und wieder Morgen - sechster Tag."
1,2,1,"So entstanden Himmel und Erde mit all ihren Lebewesen."
1,2,2,"Am siebten Tag hatte Gott das Werk vollendet und ruhte von seiner Arbeit aus."
1,2,3,"Gott segnete ihn. Er machte ihn zu einem besonderen Tag, der ihm geweiht ist, denn an diesem Tag ruhte Gott, nachdem er sein Schöpfungswerk vollendet hatte."
1,2,4,"Es folgt die Fortsetzung der Geschichte"
1,2,5,"gab es zunächst weder Sträucher noch Feldpflanzen auf der Erde, denn Jahwe, Gott, hatte es noch nicht regnen lassen. Es gab auch noch keinen Menschen, der das Land bearbeiten konnte."
1,2,6,"Grundwasser stieg in der Erde auf und befeuchtete den Boden."
1,2,7,"Da formte Jahwe, Gott, den Menschen. Er nahm lose Erde vom Ackerboden und hauchte Lebensatem in sein Gesicht"
1,2,8,"Nun hatte Jahwe, Gott, im Osten, in Eden"
