40,1,1,"Dies ist das Buch der Geschichte Jesu Christi, des Sohnes Davids, des Sohnes Abrahams"
40,1,2,"Abraham war der Vater Isaaks. Isaak war der Vater Jakobs. Jakob war der Vater Judas und seiner Brüder."
40,1,3,"Juda war - durch Thamar - der Vater des Perez und Serah"
40,1,4,"Ram war der Vater Aminadabs. Aminadab war der Vater Nahessons. Nahesson war der Vater Salmas."
40,1,5,"Salma war - durch Rahab - der Vater des Boas. Boas war - durch Ruth - der Vater Obeds. Obed war der Vater Isais."
40,1,6,"Isai war der Vater des Königs David"
40,1,7,"Salomo war der Vater Rehabeams. Rehabeam war der Vater Abias. Abia war der Vater Asas."
40,1,8,"Asa war der Vater Josafats. Josafat war der Vater Jorams. Joram war der Vater Usias"
40,1,9,"Usia war der Vater Jotams. Jotam war der Vater des Ahas. Ahas war der Vater Hiskias."
40,1,10,"Hiskia war der Vater Manasses. Manasse war der Vater Amons. Amon war der Vater Josias."
40,1,11,"Josia wurde der Vater Jechonjas und seiner Brüder zur Zeit der Wegführung nach Babylon"
40,1,12,"Nach der Wegführung nach Babylon wurde Jechonja der Vater Sealthiels"
40,1,13,"Serubabel war der Vater Abiuds. Abiud war der Vater Eljakims. Eljakim war der Vater Asors."
40,1,14,"Asor war der Vater Zadoks. Zadoks war der Vater Achims. Achim war der Vater Eliuds."
40,1,15,"Eliud war der Vater Eleasars. Eleasar war der Vater Matthans. Matthan war der Vater Jakobs."
40,1,16,"Jakob war der Vater Josefs, des Mannes der Maria. Maria aber ist die Mutter jenes Jesus, der den Namen Christus trägt"
40,1,17,"Alle Geschlechter von Abraham bis David betragen vierzehn. Auch von David bis zu der Wegfnhrung nach Babylon sind vierzehn Geschlechter. Ebenso sind vierzehn Geschlechter von der Wegfnhrung nach Babylon bis auf den Messias."
40,1,18,"Mit Christi Geburt verhielt es sich so: Als seine Mutter Maria mit Josef verlobt war, da zeigte sich's, noch ehe sie zusammenzogen, daß sie vom Heiligen Geist empfangen hatte."
40,1,19,"Josef aber, ihr Verlobter"
40,1,20,"Als er dies erwog, da erschien ihm im Traume ein Engel des Herrn und sprach zu ihm: Josef, du Sohn Davids, scheue dich nicht"
40,1,21,"Und sie wird einen Sohn gebären, dem sollst du den Namen Jesus"
40,1,22,"Dies alles ist geschehen, damit sich jenes Wort erfülle, das der Herr durch den Mund des Propheten gesprochen hat:"
40,1,23,"Siehe, die Jungfrau wird empfangen und einen Sohn gebären, und seinen Namen wird man nennen Immanuel"
40,1,24,"Als Josef von seinem Schlaf erwachte, tat er, wie ihm der Engel des Herrn befohlen hatte, und führte seine Verlobte als Eheweib heim."
40,1,25,"Aber er verkehrte nicht mit ihr, bis sie einen Sohn geboren hatte"
40,2,1,"Als Jesus in den Tagen des Königs Herodes"
40,2,2,"Wo ist der König der Juden"
40,2,3,"Als dies dem König Herodes zu Ohren kam, erschrak er"
40,2,4,"Da berief er alle Hohenpriester und Schriftgelehrten des Volkes"
40,2,5,"Sie antworteten ihm: Zu Bethlehem in Judäa. Denn so steht geschrieben in den Worten des Propheten:"
40,2,6,"Und du, Bethlehem im Lande Juda, du bist durchaus nicht die geringste unter den Führerstädten. Denn aus dir soll mir ein Herrscher kommen, der wird als Hirte weiden mein Volk Israel"
40,2,7,"Hierauf ließ Herodes die Sterndeuter in aller Stille"
40,2,8,"Dann wies er sie nach Bethlehem und sprach: Zieht hin und forscht mit Sorgfalt nach dem Kinde; und habt ihr es gefunden, so gebt mir Nachricht, damit ich auch komme und ihm huldige"
40,2,9,"Als sie dies von dem Könige vernommen hatten, machten sie sich auf den Weg"
40,2,10,"Bei dem Anblick des Sternes wurden sie mit großer Freude erfüllt."
40,2,11,"Sie traten in das Haus und sahen das Kind bei Maria, seiner Mutter. Da fielen sie vor ihm nieder und huldigten ihm. Dann öffneten sie ihre Schatzbehälter und brachten ihm Gold, Weihrauch und Myrrhen als Geschenke dar."
40,2,12,"Im Traum erhielten sie"
40,2,13,"Als sie weggezogen waren, da erschien ein Engel des Herrn dem Josef im Träume und sprach zu ihm: Auf, nimm das Kind und seine Mutter, flieh nach Ägypten und bleibe dort so lange, bis ich dir Nachricht gebe! Denn Herodes will das Kind in seine Gewalt bekommen, um es zu töten."
40,2,14,"Da stand er auf und nahm noch in derselben Nacht das Kind und seine Mutter und machte sich auf den Weg nach Ägypten."
40,2,15,"Dort blieb er bis zum Tode des Herodes. So erfüllte sich das Wort des Herrn durch den Propheten: Aus Ägypten hat ich meinen Sohn gerufen"
40,2,16,"Als nun Herodes sah, daß ihn die Sterndeuter getäuscht hatten, ward er sehr zornig: er sandte Henker aus und ließ in Bethlehem und dem ganzen Umkreis dieses Ortes alle Knaben in dem Alter von zwei Jahren und darunter töten, nach dem Zeitpunkt, den er von den Sterndeutern genau erforscht hatte"
40,2,17,"Damals erfüllte sich das Wort des Propheten Jeremia:"
40,2,18,"In Rama hat man ein Geschrei gehört, lautes Weinen und Klagen: Rahel weint um ihre Kinder und will sich nicht trösten lassen; denn sie sind dahin"
40,2,19,"Als aber Herodes gestorben war, da erschien in Ägypten ein Engel des Herrn dem Josef im Traum"
40,2,20,"und sprach zu ihm: Auf, nimm das Kind und seine Mutter und ziehe ins Land Israel"
40,2,21,"Da stand er auf und nahm das Kind und seine Mutter und kam in das Land Israel."
40,2,22,"Als er aber hörte, daß Archelaus an Stelle seines Vaters Herodes in Judäa herrschte, trug er Bedenken, sich dort niederzulassen"
40,2,23,"Dort nahm er Wohnung in einer Stadt, mit Namen Nazaret, damit die Worte der Propheten in Erfüllung gingen. Denn er"
40,3,1,"In jenen Tagen"
40,3,2,"Ändert euern Sinn"
40,3,3,"Er ist der Mann, vom dem der Prophet Jesaja gesprochen hat: In der Wüste ruft eine Stimme: Bereitet dem Herrn den Weg, ebnet ihm die Pfade"
40,3,4,"Johannes aber trug ein Kleid von Kamelhaaren und um seine Hüften einen Ledergurt"
40,3,5,"Da gingen die Leute aus Jerusalem, aus ganz Judäa und aus der ganzen Gegend um den Jordan zu ihm hinaus,"
40,3,6,"ließen sich im Jordanflusse taufen und bekannten ihre Sünden"
40,3,7,"Als er nun auch viele Pharisäer und Sadduzäer"
40,3,8,"So bringt den Frucht, wie sie der Sinnesänderung entspricht!"
40,3,9,"Und laßt euch nur nicht beikommen, zu denken: 'Wir haben ja Abraham zum Vater"
40,3,10,"Schon liegt die Axt den Bäumen an der Wurzel; und jeder Baum, der nicht gute Frucht bringt, wird abgehauen und ins Feuer geworfen."
40,3,11,"Ich taufe euch mit Wasser, damit ihr euern Sinn ändert. Der aber nach mir kommt, hat größere Gewalt als ich, und ich bin nicht wert, ihm seine Schuhe nachzutragen"
40,3,12,"Er hat schon die Wurfschaufel in der Hand und wird seine Tenne"
40,3,13,"Damals kam auch Jesus aus Galiläa an den Jordan zu Johannes, um sich von ihm taufen zu lassen."
40,3,14,"Der aber suchte ihn davon abzubringen, indem er sprach: Ich hätte es nötig, mich von dir taufen zu lassen, und du kommst zu mir?"
40,3,15,"Doch Jesus antwortete ihm: Laß mich nur! Denn so ziemt es uns"
40,3,16,"In dem Augenblick aber, als Jesus nach seiner Taufe aus dem Wasser emporstieg, tat sich der Himmel über ihm auf, und er"
40,3,17,"Und eine Stimme aus dem Himmel sprach: Dies ist mein geliebter Sohn"
40,4,1,"Dann ward Jesus vom Geist in die Wüste geführt"
40,4,2,"Und als er vierzig Tage und vierzig Nächte gefastet hatte"
40,4,3,"Da trat der Versucher zu ihm und sprach: Bist du Gottes Sohn, so befiehl, daß sich diese Steine hier in Brot verwandeln."
40,4,4,"Doch er antwortete: Es steht geschrieben: Der Mensch wird nicht durch Brot allein am Leben erhalten, sondern durch alles, was ihm durch Gottes Allmachtswort bereitet wird"
40,4,5,"Dann nahm ihn der Teufel mit sich in die heilige Stadt"
