1,1,1,"Başlangıçta Tanrı göğü ve yeri yarattı."
1,1,2,"Yer boştu, yeryüzü şekilleri yoktu; engin karanlıklarla kaplıydı. Tanrının Ruhu suların üzerinde dalgalanıyordu."
1,1,3,"Tanrı, ‹‹Işık olsun›› diye buyurdu ve ışık oldu."
1,1,4,"Tanrı ışığın iyi olduğunu gördü ve onu karanlıktan ayırdı."
1,1,5,"Işığa ‹‹Gündüz››, karanlığa ‹‹Gece›› adını verdi. Akşam oldu, sabah oldu ve ilk gün oluştu."
1,1,6,"Tanrı, ‹‹Suların ortasında bir kubbe olsun, suları birbirinden ayırsın›› diye buyurdu."
1,1,7,"Ve öyle oldu. Tanrı gökkubbeyi yarattı. Kubbenin altındaki suları üstündeki sulardan ayırdı."
1,1,8,"Kubbeye ‹‹Gök›› adını verdi. Akşam oldu, sabah oldu ve ikinci gün oluştu."
1,1,9,"Tanrı, ‹‹Göğün altındaki sular bir yere toplansın, kuru toprak görünsün›› diye buyurdu ve öyle oldu."
1,1,10,"Kuru alana ‹‹Kara››, toplanan sulara ‹‹Deniz›› adını verdi. Tanrı bunun iyi olduğunu gördü."
1,1,11,"Tanrı, ‹‹Yeryüzü bitkiler, tohum veren otlar, türüne göre tohumu meyvesinde bulunan meyve ağaçları üretsin›› diye buyurdu ve öyle oldu."
1,1,12,"Yeryüzü bitkiler, türüne göre tohum veren otlar, tohumu meyvesinde bulunan meyve ağaçları yetiştirdi. Tanrı bunun iyi olduğunu gördü."
1,1,13,"Akşam oldu, sabah oldu ve üçüncü gün oluştu."
1,1,14,"-15 Tanrı şöyle buyurdu: ‹‹Gökkubbede gündüzü geceden ayıracak, yeryüzünü aydınlatacak ışıklar olsun. Belirtileri, mevsimleri, günleri, yılları göstersin.›› Ve öyle oldu."
1,1,16,"Tanrı büyüğü gündüze, küçüğü geceye egemen olacak iki büyük ışığı ve yıldızları yarattı."
1,1,17,"-18 Yeryüzünü aydınlatmak, gündüze ve geceye egemen olmak, ışığı karanlıktan ayırmak için onları gökkubbeye yerleştirdi. Tanrı bunun iyi olduğunu gördü."
1,1,19,"Akşam oldu, sabah oldu ve dördüncü gün oluştu."
1,1,20,"Tanrı, ‹‹Sular canlı yaratıklarla dolup taşsın, yeryüzünün üzerinde, gökte kuşlar uçuşsun›› diye buyurdu."
1,1,21,"Tanrı büyük deniz canavarlarını, sularda kaynaşan canlıları ve uçan çeşitli varlıkları yarattı. Bunun iyi olduğunu gördü."
1,1,22,"Tanrı, ‹‹Verimli olun, çoğalın, denizleri doldurun, yeryüzünde kuşlar çoğalsın›› diyerek onları kutsadı."
1,1,23,"Akşam oldu, sabah oldu ve beşinci gün oluştu."
1,1,24,"Tanrı, ‹‹Yeryüzü çeşit çeşit canlı yaratık, evcil ve yabanıl hayvan, sürüngen türetsin›› diye buyurdu. Ve öyle oldu."
1,1,25,"Tanrı çeşit çeşit yabanıl hayvan, evcil hayvan, sürüngen yarattı. Bunun iyi olduğunu gördü. kara hayvanlarını da kapsıyor."
1,1,26,"Tanrı, ‹‹İnsanı kendi suretimizde, kendimize benzer yaratalım›› dedi, ‹‹Denizdeki balıklara, gökteki kuşlara, evcil hayvanlara, sürüngenlere, yeryüzünün tümüne egemen olsun.››"
1,1,27,"Tanrı insanı kendi suretinde yarattı. Böylece insan Tanrı suretinde yaratılmış oldu. İnsanları erkek ve dişi olarak yarattı."
1,1,28,"Onları kutsayarak, ‹‹Verimli olun, çoğalın›› dedi, ‹‹Yeryüzünü doldurun ve denetiminize alın; denizdeki balıklara, gökteki kuşlara, yeryüzünde yaşayan bütün canlılara egemen olun."
1,1,29,"İşte yeryüzünde tohum veren her otu, tohumu meyvesinde bulunan her meyve ağacını size veriyorum. Bunlar size yiyecek olacak."
1,1,30,"Yabanıl hayvanlara, gökteki kuşlara, sürüngenlere -soluk alıp veren bütün hayvanlara- yiyecek olarak yeşil otları veriyorum.›› Ve öyle oldu."
1,1,31,"Tanrı yarattıklarına baktı ve her şeyin çok iyi olduğunu gördü. Akşam oldu, sabah oldu ve altıncı gün oluştu."
1,2,1,"Gök ve yer bütün öğeleriyle tamamlandı."
1,2,2,"Yedinci güne gelindiğinde Tanrı yapmakta olduğu işi bitirdi. Yaptığı işten o gün dinlendi."
1,2,3,"Yedinci günü kutsadı. Onu kutsal bir gün olarak belirledi. Çünkü Tanrı o gün yaptığı, yarattığı bütün işi bitirip dinlendi."
1,2,4,"Göğün ve yerin yaratılış öyküsü: RAB Tanrı göğü ve yeri yarattığında,"
1,2,5,"yeryüzünde yabanıl bir fidan, bir ot bile bitmemişti. Çünkü RAB Tanrı henüz yeryüzüne yağmur göndermemişti. Toprağı işleyecek insan da yoktu."
1,2,6,"Yerden yükselen buhar bütün toprakları suluyordu."
1,2,7,"RAB Tanrı Ademi topraktan yarattı ve burnuna yaşam soluğunu üfledi. Böylece Adem yaşayan varlık oldu. kaynakları››."
1,2,8,"RAB Tanrı doğuda, Adende bir bahçe dikti. Yarattığı Ademi oraya koydu."
1,2,9,"Bahçede iyi meyve veren türlü türlü güzel ağaç yetiştirdi. Bahçenin ortasında yaşam ağacıyla iyiyle kötüyü bilme ağacı vardı."
1,2,10,"Adenden bir ırmak doğuyor, bahçeyi sulayıp orada dört kola ayrılıyordu."
1,2,11,"İlk ırmağın adı Pişondur. Altın kaynakları olan Havila sınırları boyunca akar."
1,2,12,"Orada iyi altın, reçine ve oniks bulunur."
1,2,13,"İkinci ırmağın adı Gihondur, Kûş sınırları boyunca akar."
1,2,14,"Üçüncü ırmağın adı Dicledir, Asurun doğusundan akar. Dördüncü ırmak ise Fırattır."
1,2,15,"RAB Tanrı Aden bahçesine bakması, onu işlemesi için Ademi oraya koydu."
1,2,16,"Ona, ‹‹Bahçede istediğin ağacın meyvesini yiyebilirsin›› diye buyurdu,"
1,2,17,"‹‹Ama iyiyle kötüyü bilme ağacından yeme. Çünkü ondan yediğin gün kesinlikle ölürsün.››"
1,2,18,"Sonra, ‹‹Ademin yalnız kalması iyi değil›› dedi, ‹‹Ona uygun bir yardımcı yaratacağım.››"
1,2,19,"RAB Tanrı yerdeki hayvanların, gökteki kuşların tümünü topraktan yaratmıştı. Onlara ne ad vereceğini görmek için hepsini Ademe getirdi. Adem her birine ne ad verdiyse, o canlı o adla anıldı."
1,2,20,"Adem bütün evcil ve yabanıl hayvanlara, gökte uçan kuşlara ad koydu. Ama kendisi için uygun bir yardımcı bulunmadı."
1,2,21,"RAB Tanrı Ademe derin bir uyku verdi. Adem uyurken, RAB Tanrı onun kaburga kemiklerinden birini alıp yerini etle kapadı."
1,2,22,"Ademden aldığı kaburga kemiğinden bir kadın yaratarak onu Ademe getirdi."
1,2,23,"Adem,  ‹‹İşte, bu benim kemiklerimden alınmış kemik, 2 Etimden alınmış ettir›› dedi,  ‹‹Ona ‹Kadın› denilecek, 2 Çünkü o adamdan alındı.›› türemiştir."
1,2,24,"Bu nedenle adam annesini babasını bırakıp karısına bağlanacak, ikisi tek beden olacak."
1,2,25,"Adem de karısı da çıplaktılar, henüz utanç nedir bilmiyorlardı."
1,3,1,"RAB Tanrının yarattığı yabanıl hayvanların en kurnazı yılandı. Yılan kadına, ‹‹Tanrı gerçekten, ‹Bahçedeki ağaçların hiçbirinin meyvesini yemeyin› dedi mi?›› diye sordu."
1,3,2,"Kadın, ‹‹Bahçedeki ağaçların meyvelerinden yiyebiliriz›› diye yanıtladı,"
1,3,3,"‹‹Ama Tanrı, ‹Bahçenin ortasındaki ağacın meyvesini yemeyin, ona dokunmayın; yoksa ölürsünüz› dedi.››"
1,3,4,"Yılan, ‹‹Kesinlikle ölmezsiniz›› dedi,"
1,3,5,"‹‹Çünkü Tanrı biliyor ki, o ağacın meyvesini yediğinizde gözleriniz açılacak, iyiyle kötüyü bilerek Tanrı gibi olacaksınız.››"
1,3,6,"Kadın ağacın güzel, meyvesinin yemek için uygun ve bilgelik kazanmak için çekici olduğunu gördü. Meyveyi koparıp yedi. Yanındaki kocasına verdi, o da yedi."
1,3,7,"İkisinin de gözleri açıldı. Çıplak olduklarını anladılar. Bu yüzden incir yaprakları dikip kendilerine önlük yaptılar."
1,3,8,"Derken, günün serinliğinde bahçede yürüyen RAB Tanrının sesini duydular. Ondan kaçıp ağaçların arasına gizlendiler."
1,3,9,"RAB Tanrı Ademe, ‹‹Neredesin?›› diye seslendi."
1,3,10,"Adem, ‹‹Bahçede sesini duyunca korktum. Çünkü çıplaktım, bu yüzden gizlendim›› dedi."
1,3,11,"RAB Tanrı, ‹‹Çıplak olduğunu sana kim söyledi?›› diye sordu, ‹‹Sana meyvesini yeme dediğim ağaçtan mı yedin?››"
1,3,12,"Adem, ‹‹Yanıma koyduğun kadın ağacın meyvesini bana verdi, ben de yedim›› diye yanıtladı."
1,3,13,"RAB Tanrı kadına, ‹‹Nedir bu yaptığın?›› diye sordu. Kadın, ‹‹Yılan beni aldattı, o yüzden yedim›› diye karşılık verdi."
1,3,14,"Bunun üzerine RAB Tanrı yılana, 2 ‹‹Bu yaptığından ötürü 2 Bütün evcil ve yabanıl hayvanların 2 En lanetlisi sen olacaksın›› dedi, 2 ‹‹Karnının üzerinde sürünecek, 2 Yaşamın boyunca toprak yiyeceksin."
1,3,15,"Seninle kadını, onun soyuyla senin soyunu 2 Birbirinize düşman edeceğim. 2 Onun soyu senin başını ezecek, 2 Sen onun topuğuna saldıracaksın.››"
1,3,16,"RAB Tanrı kadına, 2 ‹‹Çocuk doğururken sana 2 Çok acı çektireceğim›› dedi, 2 ‹‹Ağrı çekerek doğum yapacaksın. 2 Kocana istek duyacaksın, 2 Seni o yönetecek.››"
1,3,17,"RAB Tanrı Ademe, 2 ‹‹Karının sözünü dinlediğin ve sana, 2 Meyvesini yeme dediğim ağaçtan yediğin için 2 Toprak senin yüzünden lanetlendi›› dedi, 2 ‹‹Yaşam boyu emek vermeden yiyecek bulamayacaksın."
1,3,18,"Toprak sana diken ve çalı verecek, 2 Yaban otu yiyeceksin."
1,3,19,"Toprağa dönünceye dek 2 Ekmeğini alın teri dökerek kazanacaksın. 2 Çünkü topraksın, topraktan yaratıldın 2 Ve yine toprağa döneceksin.››"
1,3,20,"Adem karısına Havvafç adını verdi. Çünkü o bütün insanlarınfç annesiydi. gelen aynı sözcükten türemiştir."
1,3,21,"RAB Tanrı Ademle karısı için deriden giysiler yaptı, onları giydirdi."
1,3,22,"Sonra, ‹‹Adem iyiyle kötüyü bilmekle bizlerden biri gibi oldu›› dedi, ‹‹Artık yaşam ağacına uzanıp meyve almasına, yiyip ölümsüz olmasına izin verilmemeli.››"
1,3,23,"Böylece RAB Tanrı, yaratılmış olduğu toprağı işlemek üzere Ademi Aden bahçesinden çıkardı."
1,3,24,"Onu kovdu. Yaşam ağacının yolunu denetlemek için de Aden bahçesinin doğusuna Keruvlar ve her yana dönen alevli bir kılıç yerleştirdi."
1,4,1,"Adem karısı Havva ile yattı. Havva hamile kaldı ve Kayini doğurdu. ‹‹RABbin yardımıyla bir oğul dünyaya getirdim›› dedi."
1,4,2,"Daha sonra Kayinin kardeşi Habili doğurdu. Habil çoban oldu, Kayin ise çiftçi."
1,4,3,"Günler geçti. Bir gün Kayin toprağın ürünlerinden RABbe sunu getirdi."
1,4,4,"Habil de sürüsünde ilk doğan hayvanlardan bazılarını, özellikle de yağlarını getirdi. RAB Habili ve sunusunu kabul etti."
1,4,5,"Kayinle sunusunu ise reddetti. Kayin çok öfkelendi, suratını astı."
